"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","255606","Search for ""Lydia"" and open the ""Crésus"" page in French","Navigate from searching ""Lydia"" to the ""Crésus"" page","Wed Nov 26 11:56:40 CET 2025","passed","Wed Nov 26 12:00:56 CET 2025","","","",""
